"30207","3","22","1.273","2020-11-20 00:35:47"
"30209","4","21","38.84","2020-11-20 00:35:47"
"30210","4","22","2.503","2020-11-20 00:35:47"
"30218","3","21","42.01","2020-11-20 00:36:17"
"30219","3","22","1.266","2020-11-20 00:36:17"
"30221","4","21","38.84","2020-11-20 00:36:17"
"30222","4","22","2.503","2020-11-20 00:36:17"
"30764","1","21","42.01","2020-11-20 01:25:13"
"30765","1","22","0.962","2020-11-20 01:25:13"
"30776","1","21","42.01","2020-11-20 01:25:43"
"30777","1","22","0.94","2020-11-20 01:25:43"
"31004","1","21","42.01","2020-11-20 01:35:13"
"31772","1","21","42.01","2020-11-20 02:07:13"
"32120","1","21","42.01","2020-11-20 02:21:43"
"32121","1","22","1.053","2020-11-20 02:21:43"
"32132","1","21","42.01","2020-11-20 02:22:13"
"32133","1","22","1.034","2020-11-20 02:22:13"
"32504","1","21","42.01","2020-11-20 02:37:43"
"32505","1","22","0.933","2020-11-20 02:37:43"
"32516","1","21","42.01","2020-11-20 02:38:13"
"32517","1","22","1.024","2020-11-20 02:38:13"
"33056","1","21","42.01","2020-11-20 03:00:43"
"33057","1","22","0.915","2020-11-20 03:00:43"
"33068","1","21","42.01","2020-11-20 03:01:13"
"33069","1","22","0.889","2020-11-20 03:01:13"
"33080","1","21","42.01","2020-11-20 03:01:43"
"33081","1","22","0.985","2020-11-20 03:01:43"
"33083","2","21","40.19","2020-11-20 03:01:43"
"33084","2","22","2.508","2020-11-20 03:01:43"
"33092","1","21","42.01","2020-11-20 03:02:13"
"33093","1","22","0.969","2020-11-20 03:02:13"
"33095","2","21","40.2","2020-11-20 03:02:13"
"33096","2","22","2.507","2020-11-20 03:02:13"
"33104","1","21","42.01","2020-11-20 03:02:43"
"33105","1","22","0.852","2020-11-20 03:02:43"
"33107","2","21","40.2","2020-11-20 03:02:43"
"33108","2","22","2.507","2020-11-20 03:02:43"
"33200","1","21","42.01","2020-11-20 03:06:43"
"33201","1","22","0.872","2020-11-20 03:06:43"
"33440","1","21","42.01","2020-11-20 03:54:01"
"33441","1","22","0.884","2020-11-20 03:54:01"
"33512","1","21","42.01","2020-11-20 03:59:10"
"33513","1","22","0.88","2020-11-20 03:59:10"
"33560","1","21","42.01","2020-11-20 04:03:21"
"33561","1","22","0.866","2020-11-20 04:03:21"
"33572","1","21","42.01","2020-11-20 04:03:51"
"33573","1","22","0.96","2020-11-20 04:03:51"
"33609","1","22","0.877","2020-11-20 04:06:30"
"33656","1","21","42.01","2020-11-20 04:12:52"
"33704","1","21","42.01","2020-11-20 04:15:23"
"34040","1","21","42.01","2020-11-20 04:29:23"
"34232","1","21","42.01","2020-11-20 04:37:23"
"34233","1","22","0.857","2020-11-20 04:37:23"
"34244","1","21","42.01","2020-11-20 04:37:53"
"34245","1","22","0.944","2020-11-20 04:37:53"
"34256","1","21","42.01","2020-11-20 04:38:23"
"34257","1","22","0.924","2020-11-20 04:38:23"
"34259","2","21","40.21","2020-11-20 04:38:23"
"34260","2","22","2.507","2020-11-20 04:38:23"
"34268","1","21","42.01","2020-11-20 04:38:53"
"34269","1","22","0.804","2020-11-20 04:38:53"
"34271","2","21","40.23","2020-11-20 04:38:53"
"34272","2","22","2.507","2020-11-20 04:38:53"
"34283","2","21","40.23","2020-11-20 04:39:23"
"34284","2","22","2.506","2020-11-20 04:39:23"
"34484","1","21","42.01","2020-11-20 04:47:53"
"34568","1","21","42.01","2020-11-20 04:51:23"
"34736","1","21","42","2020-11-20 04:58:23"
"34737","1","22","2.506","2020-11-20 04:58:23"
"34748","1","21","40.25","2020-11-20 04:58:53"
"34749","1","22","2.506","2020-11-20 04:58:53"
"34832","1","21","40.25","2020-11-20 05:02:23"
"34833","1","22","2.506","2020-11-20 05:02:23"
"34988","1","21","42.01","2020-11-20 05:08:53"
"35000","1","21","42.01","2020-11-20 05:09:22"
"35540","1","21","40.26","2020-11-20 05:31:52"
"35541","1","22","2.507","2020-11-20 05:31:52"
"35552","1","21","40.28","2020-11-20 05:32:23"
"35553","1","22","2.507","2020-11-20 05:32:23"
"35564","1","21","40.29","2020-11-20 05:32:52"
"35565","1","22","2.506","2020-11-20 05:32:52"
"35576","1","21","40.31","2020-11-20 05:33:22"
"35577","1","22","2.506","2020-11-20 05:33:22"
"35588","1","21","40.33","2020-11-20 05:33:52"
"35589","1","22","2.506","2020-11-20 05:33:52"
